Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
-1.7313614009622964,-1.7313614009622968,1.4182620599508489,-0.006475926461739428,-1.719235265943585,1.474170629820594,-36.88161701784417,1.474806711318779,1.4911189017933144,-1.731680513431547
-1.730918482252207,-1.7309184822522075,1.0025280072737128,0.04994950880148472,-1.719235265943585,1.4738026205036556,0.28444007240705477,1.4744387874300404,1.4735079310756776,-1.7309398459749894
-1.7301778155129246,-1.7301778155129248,0.7392654745601024,0.06338388576263651,-1.719235265943585,1.4731892716420916,-0.44430614785595984,1.4738287510828196,1.472896449182037,-1.7301991785184319
-1.729508252780606,-1.7295082527806065,0.4785019872468704,-0.1676937101274947,-1.719235265943585,1.472535032856423,-0.07993303242213025,1.473152000794373,1.4722180952613482,-1.7294585110618743
-1.7287683267080658,-1.7287683267080662,-0.6618362293779075,-1.8900397500248136,-1.719235265943585,1.470613206423522,-1.5374254676458394,1.4712252990387094,1.4702868279796522,-1.7287178436053168
-1.727956555961819,-1.7279565559618197,-1.1096711152337078,-2.5322282174011526,-1.719235265943585,1.4671375628746581,-0.0799330377244503,1.4677619394578703,1.4668152615975925,-1.7279771761487592
-1.7272144078890523,-1.727214407889053,0.6048822832088334,0.32536475676896437,-1.719235265943585,1.4658904201894776,-0.0799330377244503,1.466505817763482,1.4655561633884024,-1.7272365086922017
-1.7264737411497701,-1.7264737411497706,-1.1422479570600608,-2.5322282174011526,-1.719235265943585,1.463416579781169,0.6488131825385688,1.4640206924329726,1.4630651492874305,-1.7264958412356441
-1.725805659750936,-1.7258056597509364,0.7427760383368242,0.5631648012716061,-1.719235265943585,1.4623534417544575,-1.901798577777349,1.4629662427427708,1.4620082009658282,-1.7257551737790866
-1.7250649930116535,-1.725064993011654,-0.8127904717769201,-1.9048207207612415,-1.6057518531573813,1.4607587347143907,0.28444007240705477,1.4613812813594966,1.460419483846914,-1.725014506322529
-1.724324326272371,-1.7243243262723715,1.4768408741573233,1.3706055735075933,-1.719235265943585,1.4601249408907746,0.28444007240705477,1.4607558651077792,1.4598006972130089,-1.7242738388659715
-1.7235110741926405,-1.7235110741926407,0.1640685249064766,-0.5882044373809606,-1.719235265943585,1.4596138168394708,-0.0799330377244503,1.460208737766945,1.4592573778091502,-1.723533171409414
-1.722769666786616,-1.7227696667866161,0.545202699004573,0.17489342264574348,-1.719235265943585,1.458877798205594,0.6488131825385688,1.459467515214432,1.458514398850463,-1.7227925039528564
-1.7220290000473333,-1.7220290000473337,-0.7520993691963163,-1.7382270822582517,-1.719235265943585,1.4570173066588492,0.6488131825385688,1.4576021349769892,1.4566445983948906,-1.722051836496299
-1.7213616593152412,-1.7213616593152417,-0.5184386242609916,-1.1645570934629477,-1.6057518531573813,1.4550137003777397,-0.07993303242213025,1.455623350468391,1.4546611249446038,-1.7213111690397414
-1.7205484072355106,-1.720548407235511,0.23880188259396612,-0.05349624582577049,-1.6057518531573813,1.4537256677684547,-0.4443061425536353,1.4543363001290448,1.4533710248017213,-1.7205705015831838
-1.7198077404962282,-1.7198077404962286,0.11292734582017415,-0.2792032470106018,-1.6057518531573813,1.452846534400213,-0.0799330377244503,1.4534556878604403,1.4524883258280925,-1.7198298341266263
-1.7190655924234721,-1.7190655924234726,-0.9622274366114169,-1.9988613594893034,-1.6057518531573813,1.450638478498582,0.6488131772362399,1.4512343182400762,1.4502616924346532,-1.7190891666700687
-1.7183997330248537,-1.7183997330248542,-0.881990228935001,-1.723446111521824,-1.6057518531573813,1.4482259729764293,0.28444007240705477,1.448840238880198,1.4478619400474866,-1.7183484992135112
-1.717585740278381,-1.7175857402783812,-0.7476070375837319,-1.4278792981126165,-1.6057518531573813,1.4456294627958077,0.6488131825385688,1.4462531931881162,1.4452687640737367,-1.7176078317569536
-1.7168435922056249,-1.7168435922056253,-0.019968318507059993,-0.28726176913451895,-1.4922684403711741,1.4442596503383145,0.6488131772362399,1.4448883913098367,1.4439007281513294,-1.716867164300396
-1.7161036661330737,-1.7161036661330742,-0.341393157860415,-0.8018183952479817,-1.4922684403711741,1.4429511727669775,0.6488131825385688,1.4435623108607711,1.4425715054127042,-1.7161264968438386
-1.7154363254009817,-1.7154363254009821,0.6354658388229817,0.4798653519541438,-1.4922684403711741,1.4423582688674657,0.28444007240705477,1.4429845073543277,1.4419923327390083,-1.715385829387281
-1.7146238139879932,-1.7146238139879937,-1.0941115825623076,-2.2259096943174765,-1.3787958190848546,1.4402728827381472,0.28444007240705477,1.4408714569461103,1.4398742752316833,-1.7146451619307235
-1.713880925248495,-1.7138809252484954,8.35457769230967e-05,-0.2362121887085293,-1.4922684403711741,1.4386372857739762,0.28444007240705477,1.4392349993237703,1.438233939847851,-1.713904494474166
-1.713140999175944,-1.7131409991759445,-0.9983445927549724,-1.9209430251410102,-1.4922684403711741,1.4365110097205536,0.28444007240705477,1.4370951647442107,1.4360890347012234,-1.7131638270176084
-1.7124032951036192,-1.7124032951036197,0.18914823053169724,0.025768682297798523,-1.4922684403711741,1.4352229771112688,-1.1730523628166545,1.4358066604454074,1.4347974771535719,-1.7124231595610508
-1.7116626283643368,-1.7116626283643372,-0.9812975330595375,-1.8886984163814726,-1.3787958190848546,1.433198925868107,-1.901798577777349,1.4337818721750186,1.4327678909306558,-1.7116824921044933
-1.7109189989580966,-1.710918998958097,0.40025806578266043,0.2810323648235506,-1.3787958190848546,1.4321153428793436,-0.07993303242213025,1.4326833432135262,1.4316667588872107,-1.7109418246479358
-1.7101790728855564,-1.7101790728855568,1.6829526186075312,1.4041915159104728,-1.3787958190848546,1.432585577006543,0.28444007240705477,1.4331543459306098,1.4321489248905455,-1.7102011571913782
-1.7094369248128003,-1.709436924812801,-0.13379388638617357,-0.9496018019525851,-1.3787958190848546,1.4316655537141967,1.3775593974992633,1.4322254729981512,1.4312212662094441,-1.7094604897348207
-1.7086962580735179,-1.7086962580735185,1.0250194158771124,0.807676774122889,-1.2653124062986474,1.431277099435206,-0.0799330377244503,1.4318330089588596,1.430829974955339,-1.7087198222782631
-1.7079570726677091,-1.7079570726677096,0.30098051219860356,-0.19590379769313948,-1.2653124062986474,1.4308273102700588,0.6488131825385688,1.4313579750385064,1.4303548303893043,-1.7079791548217056
-1.707214924594953,-1.7072149245949535,-0.8193058401421912,-1.7409150096768686,-1.2653124062986474,1.4288645939130535,0.28444007240705477,1.4293807529931455,1.428372923104678,-1.707238487365148
-1.7065490651963346,-1.706549065196335,0.020641169249078557,-0.22411914539071887,-1.2653124062986474,1.427474336493508,-0.8086792526851448,1.4280281852728027,1.4270171503303517,-1.7064978199085905
-1.705806917123568,-1.7058069171235684,-0.8634258916750515,-1.7516614592194033,-1.2653124062986474,1.4256342899088155,0.28444007770938373,1.426156940191733,1.4251414711337766,-1.705757152452033
-1.7049944057105793,-1.7049944057105797,-0.5008858053773856,-0.9751292222315473,-1.2653124062986474,1.4233648991210281,0.28444007240705477,1.4239151696001262,1.4228943884268095,-1.7050164849954754
